cod;codPostal;nomCalle
47621;27001;ANTON FRAGUAS FRAGUAS
47622;27001;ANXEL FOLE
47623;27001;ANXO FERNANDEZ GOMEZ,Praza
47624;27001;ARMANYA
47625;27001;ASTURIAS, DE,Praza
47626;27001;BISPO BASULTO
47627;27001;BO XESUS
47628;27001;BOLAÑO RIVADENEIRA
47629;27001;CAMPO CASTELO, DO,Praza
47630;27001;CAMPO, DO,Praza (Impares del 1 al final)  (Pares del 2 al final)
47631;27001;CANTIÑO, O,Praza
47632;27001;CARBOEIRO, DO,Carril
47633;27001;CARTEIROS, DOS,Carril
47634;27001;CASTELAO
47635;27001;CATEDRAL, DA
47636;27001;CLERIGOS, DOS
47637;27001;COLEXIO, DO,Praciña
47638;27001;COMANDANTE MANSO,Praza
47639;27001;CONDE PALLARES
47640;27001;CRUZ, DA
47641;27001;DEAN FERNANDEZ VARELA,Travesia
47642;27001;DEPUTACION (DA),Calexon
47643;27001;DOUTOR CASTRO
47644;27001;ESTANTIGAS (DAS),Carril
47645;27001;FALCON
47646;27001;FERROL, DE,Praza
47647;27001;FILLOS DE ANTON DE MARCOS,Praza
47648;27001;FORNOS, DOS,Carril
47649;27001;HOSPITAL, DO,Calexon
47650;27001;LOPO LIAS
47651;27001;MAIOR,Praza
47652;27001;MANUEL AMOR MEILAN
47653;27001;MARIA BALTEIRA,Rua
47654;27001;MERCADO, DO,Carril
47655;27001;MIÑO, DO,Rinconada
47656;27001;MIÑO, DO,Travesia
47657;27001;MONTEVIDEO
47658;27001;MOUCHO, DO
47659;27001;MURALLA, DA,Ronda (Impares del 1 al 21)  (Pares del 2 al 20)
47660;27001;MUSICO GUSTAVO FREIRE
47661;27001;NICOMEDES PASTOR DIAZ
47662;27001;NORIAS, DAS,Rua
47663;27001;NOVA
47664;27001;PIO XII,Praza
47665;27001;POETA LUIS PIMENTEL,Escalinata
47666;27001;POMBAL
47667;27001;PROGRESO, DO
47668;27001;QUIROGA BALLESTEROS
47669;27001;RAIÑA, DA
47670;27001;RAMON Y CAJAL
47671;27001;SAN FERNANDO
47672;27001;SAN FROILAN
47673;27001;SAN MARCOS
47674;27001;SAN PEDRO
47675;27001;SANTA MARIA, DE,Praza
47676;27001;SANTO DOMINGO,Praza
47677;27001;SOIDADE, DA,Praza
47678;27001;SOIDADE, DA
47679;27001;SON (DO),Carril
47680;27001;TEATRO (DO)
47681;27001;TENENTE CORONEL TEIJEIRO
47682;27001;TINERIA
47683;27001;TUÑAS BOUZON
47684;27001;VIA ROMANA
47685;27001;XOAN MONTES
47686;27002;ACEA DE OLGA
47687;27002;ACIVRO
47688;27002;AFONSO X O SABIO,Rua
47689;27002;AGRO DA TORNA
47690;27002;AGROS, DOS
47691;27002;ALCALDE ANXO LOPEZ PEREZ,Avenida
47692;27002;ALECRIN
47693;27002;ANGEL JOHAN,Praza
47694;27002;ANTONIO ROSON
47695;27002;ARMANDO DURAN
47696;27002;ARMORICA
47697;27002;ARTES (DAS)
47698;27002;AUGAS FERREAS,Praza
47699;27002;AVIACION ESPAÑOLA
47700;27002;AVIADOR PARGA CEREZO
47701;27002;AVILES, DE,Praza
47702;27002;BATANEIRA
47703;27002;BENIGNO LEDO (CURA DAS ABELLAS)
47704;27002;BISPO AGUIRRE
47705;27002;BISPO DOUTOR BALANZA
47706;27002;BISPO ONA DE ECHAVE
47707;27002;BOUZA (DA)
47708;27002;BRETAÑA, DE,Praza
47709;27002;CAIÑOS, DE,Carril
47710;27002;CAMBRIA
47711;27002;CAMELIA
47712;27002;CAMILO JOSE CELA
47713;27002;CAMIÑO DA VIA
47714;27002;CAMIÑO DE SAN FIZ
47715;27002;CAMIÑO DE SANFIZ
47716;27002;CAMIÑO DO AGRO
47717;27002;CAMPAS, DAS
47718;27002;CAMPOS NOVOS
47719;27002;CANOVAS DEL CASTILLO
47720;27002;CANTIGAS E FRORES,Rua
47721;27002;CARPAZA, DA
47722;27002;CATASOL, DO,Rua
47723;27002;CATASOL, DO,Praza
47724;27002;CATASOL, DO,Carril
47725;27002;CEDRON DEL VALLE
47726;27002;CELA,Barrio
47727;27002;CHANCA, DA,Rua
47728;27002;CHANCA, DA,Lugar
47729;27002;CHANQUIÑAS,Lugar
47730;27002;CIDADE DE VIGO
47731;27002;CIDADE DE VIVEIRO
47732;27002;CIDADE DE VIVEIRO,Escalinata
47733;27002;CIRCULO DAS ARTES,Rua
47734;27002;CLAUDIO LOPEZ,Rampa
47735;27002;CODESAL
47736;27002;CONSTITUCION, DA,Praza
47737;27002;CORNUBIA
47738;27002;DINAN
47739;27002;DOUTOR FLEMING
47740;27002;DOUTOR GARCIA PORTELA
47741;27002;DOUTOR RAFAEL VEGA
47742;27002;EMILIA PARDO BAZAN
47743;27002;ENCRUCILLADAS, DAS,Carril
47744;27002;ENRIQUETA OTERO
47745;27002;ENTRE-RUAS
47746;27002;ERIN
47747;27002;ESCOCIA
47748;27002;ESPIÑO, DO,Carril
47749;27002;ESTRALOTE
47750;27002;ESTRELAMAR
47751;27002;ESTUDIANTES (DOS),Paseo
47752;27002;FARALLONS
47753;27002;FIGUEIRA
47754;27002;FILARMONICA LUCENSE,Avenida
47755;27002;FINGOI,Lugar
47756;27002;FINGOI (DE),Ronda
47757;27002;FLORES, DAS,Carril
47758;27002;FONTIÑAS (DAS),Ronda
47759;27002;GALICIA
47760;27002;GARAÑON
47761;27002;GRANXA, DA,Estrada
47762;27002;HERMANITAS, DAS
47763;27002;HORTAS, DAS,Carril
47764;27002;ILLA COELLEIRA
47765;27002;ILLA DA TOXA
47766;27002;ILLA DE EIVISA
47767;27002;ILLA DE MAN
47768;27002;ILLA FORMENTERA
47769;27002;ILLA LOBEIRA
47770;27002;ILLA SARON
47771;27002;ILLAS GABEIRAS
47772;27002;ILLAS, DAS,Praza
47773;27002;INDIOS, DOS,Carril
47774;27002;INES DE CASTRO
47775;27002;IRMANS PEDROSA,Glorieta
47776;27002;IRMANS VILAR PONTE
47777;27002;LAXES, DAS
47778;27002;LIBERDADE, DA,Praza
47779;27002;LIGUSTRO
47780;27002;LOUREIROS, DOS,Carril
47781;27002;LUZ, DA
47782;27002;MADANELA
47783;27002;MADRID, DE,Avenida
47784;27002;MAGOI, DE,Avenida
47785;27002;MARIA CASTAÑA
47786;27002;MARIÑA ESPAÑOLA
47787;27002;MARISCAL PARDO DE CELA
47788;27002;MEDICO BERNARDINO PARDO OURO
47789;27002;MERCEDES, DAS,Ronda
47790;27002;MESTRE MATIAS GARCIA BERNAL,Praza
47791;27002;MILLARA, DA
47792;27002;MONTERO RIOS
47793;27002;MONTIRON
47794;27002;MURALLA, DA,Ronda (Impares del 23 al 53)  (Pares del 22 al 52)
47795;27002;MURALLA, DA,Ronda (Impares del 173 al final)  (Pares del 172 al final)
47796;27002;MUSICO XOSE CASTIÑEIRA,Ronda
47797;27002;NUBEIRO, DO
47798;27002;ORTEGA Y GASSET
47799;27002;OUTONO, DO
47800;27002;PABLO IGLESIAS,Avenida
47801;27002;PADRE SARMIENTO
47802;27002;PAPOULA
47803;27002;PASCUAL VEIGA
47804;27002;PAXARIÑOS, DOS,Escalinata
47805;27002;PAXARIÑOS, DOS
47806;27002;PEDREIRAS, AS
47807;27002;PEDRO GONZALEZ LOPEZ
47808;27002;PENA DO REI
47809;27002;PEÑA ANDA
47810;27002;PEPE BARREIRO,Praza
47811;27002;PINTOR CORREDOIRA
47812;27002;PINTOR GOYA
47813;27002;PINTOR LAXEIRO
47814;27002;PINTOR MURILLO
47815;27002;PINTOR PICASSO
47816;27002;PINTOR VELAZQUEZ,Rua
47817;27002;POETA CELSO EMILIO FERREIRO
47818;27002;POETA FERNANDO PESSOA
47819;27002;PRIMAVERA
47820;27002;PROFESOR CARVALHO CALERO,Avenida
47821;27002;RAFAEL DIESTE
47822;27002;RAMON FERREIRO,Avenida
47823;27002;RAMON MONTENEGRO
47824;27002;RAMOS MISIONE
47825;27002;RECATELO, DE,Carril
47826;27002;RECATELO, DE
47827;27002;REI DON GARCIA
47828;27002;REI, DO,Praza
47829;27002;REPUBLICA ARGENTINA, DA,Ronda
47830;27002;RIBADEO
47831;27002;RIO CHAMOSO
47832;27002;RIO MOSA
47833;27002;RIO NEIRA
47834;27002;RODRIGUEZ MOURELO,Avenida
47835;27002;ROI XORDO
47836;27002;ROSEIRA, DA
47837;27002;SALVADOR DALI
47838;27002;SALVADOR DE MADARIAGA
47839;27002;SAN EUFRASIO,Travesia
47840;27002;SAN EUFRASIO
47841;27002;SAN FIZ,Lugar
47842;27002;SAN ROQUE
47843;27002;SAN XILLAO
47844;27002;SANTO DOMINGO DE LA CALZADA
47845;27002;SARGADELOS
47846;27002;SOTO FREIRE
47847;27002;TEIXO, DO
47848;27002;TOLDA DE CASTELA,Lugar
47849;27002;TORNA, DA
47850;27002;TORQUES, DOS
47851;27002;TREVO, DO
47852;27002;TROBADOR FERNANDO ESQUIO
47853;27002;VALIÑO, DO
47854;27002;VAZQUEZ SEIJAS,Rua
47855;27002;VETERINARIO ROF CODINA
47856;27002;VETERINARIO XOAN RICO PEREZ
47857;27002;VIA, DA,Carril
47858;27002;VICENTE RISCO
47859;27002;VILA DE FOZ,Paseo
47860;27002;VILA DE SARRIA
47861;27002;VILALBA
47862;27002;VIRXE DA ESPERANZA
47863;27002;XACOBE III DE INGLATERRA
47864;27002;XENERAL TELLA
47865;27002;XESUS BAL Y GAY
47866;27002;XOANA DE CASTRO
47867;27002;XUIZO (DO),Carril
47868;27002;ZARRA, DA
47869;27003;ACEROLEIRO
47870;27003;AGRICULTURA, DA
47871;27003;AGRO CEDEIRA
47872;27003;AGRO DO GRANXEIRO
47873;27003;AGRO DO MONTE
47874;27003;AGUIA
47875;27003;ALAMO
47876;27003;ALBA
47877;27003;ALBEDRO
47878;27003;ALCALDE LUIS AMEIJIDE
47879;27003;ALCALDE MANUEL PORTELA
47880;27003;ALCALDE RAMIRO RUEDA FERNANDEZ
47881;27003;ALEXANDRE BOVEDA
47882;27003;ALTA
47883;27003;AMEIXEIRA
47884;27003;AMENDOEIRA
47885;27003;ANGELO COLOCCI
47886;27003;ARBORE, DA,Praza
47887;27003;ARCO, DO,Rua
47888;27003;AREAS, DAS
47889;27003;ARMIÑO
47890;27003;ARTESANS, DOS
47891;27003;ATALAIA
47892;27003;AVETARDA
47893;27003;AZOR
47894;27003;BARRIO DA CROA
47895;27003;BECERREA
47896;27003;BENIGNO RIVERA,Avenida
47897;27003;BOLBORETA, DA,Rua
47898;27003;BUBELA
47899;27003;BUXO (DO)
47900;27003;CAMIÑO DA CROA
47901;27003;CAMIÑO DA FONTE
47902;27003;CAMIÑO DA IGREXA
47903;27003;CAMIÑO DA NAMELA,Rua
47904;27003;CAMIÑO DA ROZANOVA
47905;27003;CAMIÑO DE FRIAS
47906;27003;CAMIÑO DE GUSTAVO
47907;27003;CAMIÑO DE HERRERO
47908;27003;CAMIÑO DE LIÑARES
47909;27003;CAMIÑO DE ROCA,Rua
47910;27003;CAMIÑO DE ROMAI
47911;27003;CAMIÑO DE SISULFES
47912;27003;CAMIÑO DO SOUTO,Rua
47913;27003;CAMIÑO DO TRONZO,Rua
47914;27003;CAMPO, DO   (Impares del 1 al final)  (Pares del 2 al final)
47915;27003;CANTEIROS, DOS
47916;27003;CARAVEL
47917;27003;CARBALLO
47918;27003;CARLOS AZCARRAGA,Avenida
47919;27003;CARPINTEIROS (DOS)
47920;27003;CARROS, DOS
47921;27003;CASAS VELLAS
47922;27003;CATON
47923;27003;CEDRO
47924;27003;CELESTINO FERNANDEZ DE LA VEGA
47925;27003;CESTEIRAS (DAS)
47926;27003;CHAOS, DOS
47927;27003;COMERCIO, DO
47928;27003;COMUNICACIONS, DAS
47929;27003;CONDE DE FONTAO,Praza
47930;27003;CONDE, DO
47931;27003;CORUÑA, DA,Estrada
47932;27003;CORUÑA, DA,Avenida
47933;27003;COSTUREIRAS (DAS)
47934;27003;COUSELO
47935;27003;CROA (DA),Travesia
47936;27003;CRUCEIRO, DO
47937;27003;CUARTEL, DO,Rua
47938;27003;CUCO, DO
47939;27003;DOLMEN, DO
47940;27003;ESCULTOR OTERO BESTEIRO
47941;27003;ESPADELA, DA
47942;27003;ESTACION, DA,Escalinata
47943;27003;FACTORIA, DA
47944;27003;FENTO, DO,Rua
47945;27003;FERRADURA (DA)
47946;27003;FERREIRIÑO
47947;27003;FERREIROS, DOS
47948;27003;FISTERRA
47949;27003;FIUNCHO
47950;27003;FLOR DE LIRIO
47951;27003;FLOR DE MALVA
47952;27003;FLOR DE TOXO
47953;27003;FONDAL, DO
47954;27003;FONMIÑA
47955;27003;FONTANEIRA
47956;27003;FONTELO
47957;27003;FONTES, DAS
47958;27003;FRAGA, DA
47959;27003;FRANCO (DO)
47960;27003;FUSO, DO
47961;27003;GAIVOTA
47962;27003;GALEGOS, DE
47963;27003;GALO, DO
47964;27003;GANDARAS, DAS,Calzada
47965;27003;GARABALLA DE ABAIXO
47966;27003;GARABALLA DE ARRIBA
47967;27003;GARABOLOS (DE),Avenida
47968;27003;GARZA (DA)
47969;27003;GRANXA DE ALBEIROS
47970;27003;GRAVADOR PRIETO NESPEREIRA
47971;27003;HORREO, DO
47972;27003;HORTENSIA
47973;27003;ILLA DE ONS
47974;27003;ILLA MADEIRA
47975;27003;ILLAS CANARIAS
47976;27003;ILLAS CIES
47977;27003;ILLAS SISARGAS
47978;27003;INDUSTRIA, DA
47979;27003;INFANTA ELENA, DUQUESA DE LUGO,Avenida
47980;27003;INSPECCION, DA
47981;27003;IRMANS CARRO
47982;27003;JUANA IBARBOROU
47983;27003;JUANA LA LOCA   (Impares del 23 al final)  (Pares del 24 al final)
47984;27003;LAGARTEIRO
47985;27003;LAVANCO
47986;27003;LAVANDEIRA
47987;27003;LAVERCA
47988;27003;LEITEIRAS (DAS)
47989;27003;LIÑO, DO
47990;27003;LOUSAS, DAS
47991;27003;MADRESELVA
47992;27003;MAGARZA
47993;27003;MAGNOLIA
47994;27003;MALLORCA
47995;27003;MANUEL BECERRA
47996;27003;MANUEL MURGUIA
47997;27003;MAR CANTABRICO   (Impares del 45 al final)  (Pares del 42 al final)
47998;27003;MARCELLE,Lugar
47999;27003;MARGARIDA, DA
48000;27003;MAZAIRA
48001;27003;MENORCA
48002;27003;MENTA
48003;27003;MERCADORIAS, DAS
48004;27003;MIGUEL DE CERVANTES
48005;27003;MILAGROSA, DA,Praza
48006;27003;MILAGROSA, DA
48007;27003;MIÑATO
48008;27003;MONFORTE
48009;27003;MONTE ADAIRO,Rua
48010;27003;MONTE CADRAMON
48011;27003;MONTE FARO,Rua
48012;27003;MONTE PIA PAXARO,Rua
48013;27003;MONTE PICO SACRO,Rua
48014;27003;MONTE TEGRA
48015;27003;MURALLA, DA,Ronda (Impares del 55 al 89)  (Pares del 54 al 90)
48016;27003;NARCISO PEINADO
48017;27003;NOGUEIRA
48018;27003;OLEIRAS (DAS)
48019;27003;OURIOL
48020;27003;PADRE GOMEZ,Avenida
48021;27003;PANADEIRAS (DAS)
48022;27003;PAPORRUBIO,Rua
48023;27003;PARADAI DE ABAIXO
48024;27003;PARADAI DE ARRIBA
48025;27003;PAULO FABIO MAXIMO,Avenida
48026;27003;PEDANEO XOAN DIEGO
48027;27003;PEDERNEIRA
48028;27003;PERPETUO SOCORRO
48029;27003;PETO (DO)
48030;27003;PIAS, DAS
48031;27003;PINTARROXO
48032;27003;PINTOR LUIS SEOANE
48033;27003;PIÑEIRAL
48034;27003;POETA MANUEL MARIA
48035;27003;POLIGONO CASTRO GIL,Rua
48036;27003;POLIGONO DO CEAO
48037;27003;POLIGONO DO SAGRADO CORAZON
48038;27003;POMBAL, DO
48039;27003;POMBO, DO
48040;27003;PORTIÑO
48041;27003;PRADAIRO
48042;27003;PRIMEIRO DE MAIO,Praza
48043;27003;PROFESOR OTERO PEDRAYO
48044;27003;RAMON FALCON,Praza
48045;27003;REBOIRAS (DAS),Praza
48046;27003;REI CHIQUITO
48047;27003;REISEÑOR
48048;27003;RIO AVIA
48049;27003;RIO CABE
48050;27003;RIO EO
48051;27003;RIO LADRA
48052;27003;RIO LOUZARA
48053;27003;RIO NARLA
48054;27003;RIO ORIBIO
48055;27003;RIO PARGA
48056;27003;RIO SIL
48057;27003;RIO TAMOGA
48058;27003;RIPANZO, DO
48059;27003;ROCHA, DA
48060;27003;ROLA, DA
48061;27003;ROMEU
48062;27003;RUIZ DE ALDA
48063;27003;SALMON
48064;27003;SALVIA
48065;27003;SAN ISIDRO LABRADOR
48066;27003;SAN LOURENZO,Praza
48067;27003;SAN LOURENZO
48068;27003;SAN VICENTE
48069;27003;SAN XOSE
48070;27003;SANGUIÑO, DO,Rua
48071;27003;SANTO ANTONIO
48072;27003;SANTO GRAAL
48073;27003;SEIXO, DO
48074;27003;SERRA DE MEIRA
48075;27003;SERRA DOS ANCARES
48076;27003;SERVICIOS, DOS
48077;27003;SUBELA, DA
48078;27003;TASCO, DO
48079;27003;TEAR, DO
48080;27003;TECELANS
48081;27003;TERESA DE CALCUTA
48082;27003;TERRA, DA
48083;27003;TOLEDO
48084;27003;TOMELO
48085;27003;TORRE DE DONCOS
48086;27003;TRANSPORTES, DOS
48087;27003;TRAS DO COLEXIO
48088;27003;TREN, DO,Carril
48089;27003;TRES MARIAS
48090;27003;TRIABA
48091;27003;TUNEL DE OURAL
48092;27003;VAGALUME, DO
48093;27003;VARELA ESPAÑA
48094;27003;VENANCIO SENRA
48095;27003;VENTO, DO
48096;27003;VIA LACTEA
48097;27003;VIANA DO CASTELO,Praza
48098;27003;VIDRO, DO
48099;27003;VIRXE DA SOIDADE
48100;27003;VIRXE DOS OLLOS GRANDES
48101;27003;XARDIN
48102;27003;XASMIN
48103;27003;XENEBRO
48104;27003;XIAN,Lugar
48105;27003;XORNALISTA GALLEGO TATO
48106;27004;ABROTEGAS, DAS,Carril
48107;27004;ACACIA
48108;27004;AGRO DA PONTE,Camiño
48109;27004;ALACANTE,Praza
48110;27004;ALCALDE CARLOS V. PIMENTEL
48111;27004;ALCALDE FRANCISCO LAMAS LOPEZ
48112;27004;ALCALDE PARDO REGUERA
48113;27004;ALFREDO BRAÑAS
48114;27004;ALVARO CUNQUEIRO,Paseo
48115;27004;ALVARO GIL,Rua
48116;27004;AMENEIRO
48117;27004;AMERICAS, DAS,Avenida
48118;27004;AMIZADE
48119;27004;ANDORIÑAS
48120;27004;ARTISTA TINO PRADOS
48121;27004;ATURUXO
48122;27004;AZALEA
48123;27004;BAIXA, DA
48124;27004;BALURO, DO
48125;27004;BETANZOS
48126;27004;BIDUEIRO
48127;27004;BISPO ODOARIO,Praza
48128;27004;BREOGAN,Avenida
48129;27004;BRETEMA, DA
48130;27004;CABO ESTACA DE BARES
48131;27004;CAMIÑO DE PIPIN
48132;27004;CAMIÑO DE ROSENDE,Rua
48133;27004;CAMIÑO DO BALNEARIO,Rua
48134;27004;CAMIÑO REAL (DO)
48135;27004;CAMIÑO VERDE,Rua
48136;27004;CAMPOSO, DO,Camiño
48137;27004;CARME,Travesia
48138;27004;CARME, DO,Ronda
48139;27004;CARME, DO,Praza
48140;27004;CARME, DO
48141;27004;CASTIÑEIRO, DO,Praza
48142;27004;CASTIRO
48143;27004;CENTOLA
48144;27004;CHANTADA
48145;27004;CONCELLO, DO
48146;27004;CONCEPCION ARENAL
48147;27004;COVA DA SERPE
48148;27004;CRUZAMENTO (DO)
48149;27004;DEPORTES, DOS,Avenida
48150;27004;DEPUTACION
48151;27004;DIVINA PASTORA
48152;27004;DONA URRACA
48153;27004;DOUTOR GASALLA
48154;27004;DOUTOR IGLESIAS OTERO
48155;27004;DOUTOR OCHOA
48156;27004;DOUTOR XERMAN ALONSO HORTAS
48157;27004;DOUTOR YAÑEZ REBOLO
48158;27004;ESCULTOR ASOREI
48159;27004;ESQUECEMENTO (DO)
48160;27004;ESQUIO
48161;27004;ESTRELA, DA,Carril
48162;27004;EVARISTO CORREA CALDERON
48163;27004;FABRICA DA LUZ, DA,Avenida
48164;27004;FERMIN RIVERA
48165;27004;FILGUEIRO
48166;27004;FLOR DE LIS
48167;27004;FLORENTINO LOPEZ CUEVILLAS
48168;27004;FONTE DOS RANCHOS,Praza
48169;27004;FRANCISCO MOURE
48170;27004;FREI PLACIDO REI LEMOS
48171;27004;FREIXO, DO
48172;27004;GARCIA ABAD
48173;27004;GARDAS, DOS
48174;27004;GRAVADOR CASTRO GIL
48175;27004;HERBA
48176;27004;JUANA LA LOCA   (Impares del 1 al 21)  (Pares del 2 al 22)
48177;27004;LAMAS DE PRADO
48178;27004;LUMBRIGANTE
48179;27004;MANUEL LEIRAS PULPEIRO
48180;27004;MAR CANTABRICO   (Impares del 1 al 43)  (Pares del 2 al 40)
48181;27004;MARQUES DE OMBREIRO,Avenida
48182;27004;MELEIRA, DA,Carril
48183;27004;MERLO
48184;27004;MESTRE MENDEZ
48185;27004;MIÑONS, DOS,Carril
48186;27004;MIÑONS, DOS,Rincon
48187;27004;MONDOÑEDO
48188;27004;MONTE PENA MAIOR,Rua
48189;27004;MONTE PENA RUBIA,Rua
48190;27004;MONTE PICATO
48191;27004;MURALLA, DA,Ronda (Impares del 91 al 171)  (Pares del 92 al 170)
48192;27004;MUSICO FALLA
48193;27004;MUSICO MESTRE SOUTULLO
48194;27004;NAZARIO ABEL
48195;27004;OLIVEIRA, DA
48196;27004;ORQUIDEA
48197;27004;OURENSE
48198;27004;PINTOR LOPEZ GUNTIN
48199;27004;PINTOR PACIOS
48200;27004;PINTOR TINO GRANDIO
48201;27004;PINTOR VILLAMIL
48202;27004;PINTORA XULIA MINGUILLON
48203;27004;POETA AQUILINO IGLESIA ALVARIÑO
48204;27004;POETA CURROS ENRIQUEZ
48205;27004;POETA DIAZ CASTRO
48206;27004;POETA EDUARDO PONDAL
48207;27004;POETA NORIEGA VARELA,Travesia
48208;27004;POETA NORIEGA VARELA
48209;27004;POETA RAMON CABANILLAS
48210;27004;POETA XOSE CRECENTE VEGA
48211;27004;POMAR
48212;27004;POMBA, DA
48213;27004;PONTE VELLA, DA,Paseo
48214;27004;PONTE, DA,Calzada
48215;27004;PONTEVEDRA
48216;27004;PORTUGAL
48217;27004;POUSADELA
48218;27004;PRADO, DO
48219;27004;QUIROGA
48220;27004;RAMON PIÑEIRO
48221;27004;REGUEIRO DOS HORTOS,Camiño
48222;27004;REVISTA RONSEL
48223;27004;RIO AZUMARA
48224;27004;RIO EUME
48225;27004;RIO LANDRO
48226;27004;RIO LEA
48227;27004;RIO LOR
48228;27004;RIO MANDEO
48229;27004;RIO MASMA
48230;27004;RIO MERA
48231;27004;RIO NAVIA
48232;27004;RIO PAMBRE
48233;27004;RIO SAR
48234;27004;RIO SER
48235;27004;RIO ULLA
48236;27004;ROSENDE,Lugar
48237;27004;SAAMASAS,Lugar
48238;27004;SABUGO
48239;27004;SAN LAZARO,Lugar
48240;27004;SANTIAGO
48241;27004;SAUDE
48242;27004;SERRA DE OUTES
48243;27004;SERRA GAÑIDOIRA
48244;27004;SILVA (DA)
48245;27004;TRAPERO PARDO
48246;27004;TRONEIRO, DO
48247;27004;TUI
48248;27004;UNIDADE, DA
48249;27004;VALLE INCLAN,Ronda
48250;27004;VEDOIRO (DO)
48251;27004;VELLA DA PONTE
48252;27004;VELLA DE SANTIAGO,Estrada
48253;27004;VERDE,Camiño
48254;27004;VETERINARIO XOAN CARBALLAL
48255;27004;VICEDO (DO)
48256;27004;XESTA, DA
48257;27070;CODIGO CORRESPONDENCIA OFICIAL CORREOS-TELEGRAFOS
48258;27071;CODIGO CORRESPONDENCIA PARA ORGANISMOS OFICIALES
48259;27080;CODIGO POSTAL PARA APARTADOS PARTICULARES Y LISTA
48260;27297;AREEIRAS,Rua
48261;27297;REGAS, DAS,Camiño
48262;28001;AYALA   (Impares del 1 al 73)  (Pares del 2 al 100)
48263;28001;CASTELLO   (Impares del 1 al 73)  (Pares del 2 al 70)
48264;28001;CID
48265;28001;CLAUDIO COELLO   (Impares del 1 al 89)  (Pares del 2 al 84)
48266;28001;COLUMELA
48267;28001;CONDE DE ARANDA
48268;28001;DON RAMON DE LA CRUZ   (Impares del 1 al 79)  (Pares del 2 al 68)
48269;28001;ESPARTINAS
48270;28001;FRANCISCA MORENO
48271;28001;GENERAL DIAZ PORLIER   (Impares del 1 al 53)  (Pares del 2 al 56)
48272;28001;GENERAL MOLA,Pasaje
48273;28001;GENERAL PARDIÑAS   (Impares del 1 al 47)  (Pares del 2 al 66)
48274;28001;GIL DE SANTIVAÑES
48275;28001;GOYA   (Impares del 1 al 89)  (Pares del 2 al 70)
48276;28001;GURTUBAY
48277;28001;HERMOSILLA   (Impares del 1 al 93)  (Pares del 2 al 88)
48278;28001;INDEPENDENCIA,Plaza (Impares del 1 al final)  (Pares del 2 al final)
48279;28001;JARDINES DEL DESCUBRIMIENTO,Plaza
48280;28001;JORGE JUAN   (Impares del 1 al 61)  (Pares del 2 al 60)
48281;28001;JORGE JUAN,Callejon (Impares del 1 al final)  (Pares del 2 al final)
48282;28001;LAGASCA   (Impares del 1 al 75)  (Pares del 2 al 88)
48283;28001;MARQUES DE VILLAMAGNA
48284;28001;MARQUES DE ZURGENA,Particular
48285;28001;MARQUES DEL DUERO
48286;28001;NUÑEZ DE BALBOA   (Impares del 1 al 73)  (Pares del 2 al 68)
48287;28001;PAZ,Pasaje (Impares del 1 al final)  (Pares del 2 al final)
48288;28001;PEDRO MUÑOZ SECA
48289;28001;PRINCIPE DE VERGARA   (Impares del 1 al 47)  (Pares del 2 al 48)
48290;28001;PUIGCERDA
48291;28001;RECOLETOS,Paseo (Pares del 2 al final)
48292;28001;RECOLETOS   (Impares del 1 al final)  (Pares del 2 al final)
48293;28001;SALUSTIANO OLOZAGA
48294;28001;SERRANO   (Impares del 1 al 47)  (Pares del 2 al 72)
48295;28001;VELAZQUEZ   (Impares del 1 al 65)  (Pares del 2 al 82)
48296;28001;VILLALAR
48297;28001;VILLANUEVA
48298;28002;ABANTOS
48299;28002;AGUSTIN ROJAS
48300;28002;ALFONSO RODRIGUEZ SANTAMARIA
48301;28002;ALFONSO XIII,Avenida (Impares del 1 al 39)  (Pares del 2 al 46)
48302;28002;ALUSTANTE
48303;28002;AMERICA, HASTA KM. 4,500 (IMPARES),Avenida
48304;28002;ANASTASIO AROCA
48305;28002;ANDRES SEGOVIA,Plaza
48306;28002;ANGEL HERNANDEZ
48307;28002;ANTONIO GUZMAN
48308;28002;ANTONIO PEREZ
48309;28002;ANTONIO RODRIGUEZ VILLA
48310;28002;ANTONIO SALCES
48311;28002;ANTONIO ZAPATA
48312;28002;ANZUOLA
48313;28002;ARAGON (PROSPERIDAD)
48314;28002;ARGA
48315;28002;ARMANDO PALACIOS VALDES
48316;28002;ARRIBA ESPAÑA,Plaza
48317;28002;ATALAYA
48318;28002;AUNOS,Plaza
48319;28002;AVIA
48320;28002;AVIADOR LINDBERG
48321;28002;BAEZA
48322;28002;BALBINA VALVERDE
48323;28002;BENIGNO SOTO
48324;28002;BIDASOA
48325;28002;CABEZA GRANDE
48326;28002;CABEZA REINA
48327;28002;CALERAS
48328;28002;CAMARMA DE ESTERUELAS,Pasaje
48329;28002;CAMILO JOSE CELA,Avenida
48330;28002;CAMPANILLAS
48331;28002;CAMPO REAL,Pasaje (Impares del 1 al final)  (Pares del 2 al final)
48332;28002;CANILLAS   (Impares del 1 al final)  (Pares del 2 al final)
48333;28002;CARDENAL SILICEO
48334;28002;CARLOS BALENCHANA
48335;28002;CARLOS PEREYRA
48336;28002;CARTAGENA   (Impares del 95 al final)  (Pares del 94 al final)
48337;28002;CASTREJON
48338;28002;CATALUÑA,Plaza
48339;28002;CERRO VENTOSO
48340;28002;CHARCA VERDE
48341;28002;CHOZAS DE LA SIERRA
