cod;codPostal;nomCalle
13676;08001;HORT DE LA BOMBA
13677;08001;HOSPITAL, DE L',Passatge
13678;08001;HOSPITAL, DE L'
13679;08001;JARDINS DE DOCTOR FLEMING
13680;08001;JARDINS DE DOLORS ALEU
13681;08001;JARDINS DE LES VOLTES D'EN CIRES
13682;08001;JARDINS DE RUBIO I LLUCH
13683;08001;JARDINS DE SAN PAU DEL CAMP
13684;08001;JARDINS DE TORRES I CLAVE
13685;08001;JARDINS DEL BALUARD
13686;08001;JARDINS ELS HORTS DE SANT PAU
13687;08001;JEAN GENET, DE,Plaça
13688;08001;JERUSALEM
13689;08001;JOAN AMADES,Plaça
13690;08001;JOAN COROMINAS,Plaça
13691;08001;JOAQUIN COSTA
13692;08001;JOSEP CARNER, DE,Passeig (Pares del 2 al 26)
13693;08001;JOSEP MARIA FOLCH I TORRES,Plaça
13694;08001;JOVELLANOS
13695;08001;JUNTA DE COMERÇ
13696;08001;LANCASTER
13697;08001;LLEIALTAT
13698;08001;LLEO
13699;08001;LLUIS CUTCHET,Passatge
13700;08001;LLUM, DE LA (SOTERRANIA),Avinguda
13701;08001;LLUNA, LA
13702;08001;MALNOM
13703;08001;MARIA AURELIA CAPMANY
13704;08001;MARQUES DE BARBERA
13705;08001;MIL VUIT-CENTS,Passatge
13706;08001;MINA
13707;08001;MONTALEGRE
13708;08001;MONTJUIC DEL CARME, DELS
13709;08001;MONTSERRAT, DE   (Impares del 1 al final)  (Pares del 2 al final)
13710;08001;MORERA
13711;08001;NOTARIAT
13712;08001;NOU DE DULCE
13713;08001;NOU DE LA RAMBLA   (Impares del 1 al 105)  (Pares del 2 al 108)
13714;08001;OM, L'
13715;08001;PALOMA
13716;08001;PARAL.LEL, DEL,Avinguda (Pares del 2 al 80)
13717;08001;PEDRO,Plaça
13718;08001;PELAI
13719;08001;PENEDIDES
13720;08001;PERACAMPS, DE,Grup
13721;08001;PERACAMPS, DE
13722;08001;PERE COROMINAS,Plaça
13723;08001;PES DE LA PALLA,Plaça
13724;08001;PETXINA
13725;08001;PEU DE LA CREU
13726;08001;PICALQUERS
13727;08001;PINTOR FORTUNY
13728;08001;PORTAL DE LA PAU,Plaça (Impares del 1 al 1)  (Pares del 2 al 2)
13729;08001;PRINCEP DE VIANA
13730;08001;RAMELLERES
13731;08001;RAMON BERENGUER EL VELL, DE
13732;08001;RAQUEL MELLER,Plaça
13733;08001;RAVAL, DEL,Rambla
13734;08001;REINA AMALIA
13735;08001;REQUESENS
13736;08001;RIERA ALTA, DE LA
13737;08001;RIERA BAIXA, DE LA
13738;08001;RIERETA
13739;08001;ROBADOR
13740;08001;ROIG, D'EN
13741;08001;SADURNI
13742;08001;SALVADOR
13743;08001;SALVADOR SEGUI,Plaça
13744;08001;SANT AGUSTI,Plaça (Impares del 1 al final)  (Pares del 2 al final)
13745;08001;SANT ANTONI ABAT   (Impares del 1 al final)  (Pares del 2 al final)
13746;08001;SANT ANTONI DE PADUA
13747;08001;SANT ANTONI, DE,Ronda (Pares del 2 al final)
13748;08001;SANT BARTOMEU
13749;08001;SANT BERNAT,Passatge
13750;08001;SANT BERTRAN
13751;08001;SANT CLIMENT
13752;08001;SANT ERASME
13753;08001;SANT GALDRIC, DE,Plaça
13754;08001;SANT GIL
13755;08001;SANT JOSEP ORIOL   (Impares del 1 al final)  (Pares del 2 al final)
13756;08001;SANT JOSEP, DE,Plaça (Impares del 1 al final)  (Pares del 2 al final)
13757;08001;SANT LLATZER, DE   (Impares del 1 al final)  (Pares del 2 al final)
13758;08001;SANT MARTI, DE   (Impares del 1 al final)  (Pares del 2 al final)
13759;08001;SANT OLEGUER
13760;08001;SANT PACIA
13761;08001;SANT PAU, DE,Ronda (Pares del 2 al final)
13762;08001;SANT PAU, DE   (Impares del 1 al final)  (Pares del 2 al final)
13763;08001;SANT RAFAEL
13764;08001;SANT RAMON
13765;08001;SANT VICENÇ
13766;08001;SANTA ELENA
13767;08001;SANTA MADRONA, DE   (Impares del 1 al final)  (Pares del 2 al final)
13768;08001;SANTA MADRONA, DE,Portal (Impares del 1 al final)  (Pares del 2 al final)
13769;08001;SANTA MARGARIDA
13770;08001;SANTA MONICA   (Impares del 1 al final)  (Pares del 2 al final)
13771;08001;SITGES
13772;08001;TALLERS
13773;08001;TAPIES
13774;08001;TIGRE
13775;08001;TORRES I AMAT
13776;08001;UNIO   (Impares del 1 al final)  (Pares del 2 al final)
13777;08001;VALLDONZELLA
13778;08001;VERGE
13779;08001;VICENÇ MARTORELL,Plaça
13780;08001;VIRREINA,Passatge (Impares del 1 al final)  (Pares del 2 al final)
13781;08001;VISTALEGRE
13782;08001;XUCLA
13783;08002;AGLA
13784;08002;ALSINA
13785;08002;AMADEU BAGUES, D',Passatge
13786;08002;AMARGOS
13787;08002;AMPLE
13788;08002;ANGEL,Plaça (Impares del 1 al final)  (Pares del 2 al final)
13789;08002;ANGEL BAIXERAS
13790;08002;ANTONIO LOPEZ, D',Plaça (Impares del 1 al 1)
13791;08002;ANTONIO LOPEZ, D',Plaça (Impares del 5 al final)  (Pares del 6 al final)
13792;08002;ARAI
13793;08002;ARC DE SANT RAMON DEL CALL
13794;08002;ARC DE SANTA EULALIA
13795;08002;ARCS   (Impares del 1 al final)  (Pares del 2 al final)
13796;08002;ARENES
13797;08002;ARLET
13798;08002;AROLAS
13799;08002;ATAULF
13800;08002;AVE MARIA
13801;08002;AVINYO
13802;08002;BACARDI,Passatge (Impares del 1 al final)  (Pares del 2 al final)
13803;08002;BANCA,Passatge
13804;08002;BANYS,Passatge
13805;08002;BANYS NOUS
13806;08002;BEAT SIMO
13807;08002;BELLAFILA
13808;08002;BERGARA   (Impares del 3 al final)  (Pares del 2 al final)
13809;08002;BERTRELLANS
13810;08002;BISBE
13811;08002;BISBE CACADOR
13812;08002;BOLTRES
13813;08002;BOQUERIA, DE LA,Pla
13814;08002;BOQUERIA, DE LA
13815;08002;BOT, D'EN
13816;08002;BOTERS
13817;08002;BROCATERS
13818;08002;CAÇADOR, DE,Baixada
13819;08002;CALELLA
13820;08002;CALL
13821;08002;CANALETES, DE,Rambla
13822;08002;CANONJA, DE LA,Baixada
13823;08002;CANUDA
13824;08002;CAPELLANS, DELS   (Impares del 1 al final)  (Pares del 2 al final)
13825;08002;CAPUTXINS, DELS,Rambla (Impares del 1 al final)  (Pares del 2 al final)
13826;08002;CARABASSA, D'EN
13827;08002;CARDENAL CASAÑAS
13828;08002;CARLES PI I SUNYER,Plaça
13829;08002;CATALUNYA, DE,Plaça (Impares del 1 al 7)  (Pares del 2 al 6)
13830;08002;CATALUNYA, DE,Plaça (Impares del 9 al final)  (Pares del 10 al final)
13831;08002;CATEDRAL, DE LA,Avinguda
13832;08002;CECS DE LA BOQUERIA
13833;08002;CERVANTES, DE   (Impares del 1 al final)  (Pares del 2 al final)
13834;08002;CIUTAT
13835;08002;CODOLS
13836;08002;COLOM, DE,Passeig
13837;08002;COLOM, DE
13838;08002;COMETA
13839;08002;COMTAL
13840;08002;COMTES
13841;08002;COMTESSA DE SOBRADIEL
13842;08002;COPONS
13843;08002;CORREU VELL
13844;08002;CREDIT,Passatge
13845;08002;CUCURULLA
13846;08002;CUCURULLA,Plaça
13847;08002;DAGUERIA
13848;08002;DOCTOR JOAQUIM POU
13849;08002;DORMITORI DE SANT FRANCESC,Passatge
13850;08002;DUC DE LA VICTORIA, DEL,Passatge
13851;08002;DUC DE LA VICTORIA, DEL
13852;08002;DUC DE MEDINACELI,Plaça
13853;08002;DURAN I BAS
13854;08002;EMILI VILANOVA,Plaça
13855;08002;ENSENYANÇA, DE L'
13856;08002;ESCUDELLERS BLANCS, DELS
13857;08002;ESCUDELLERS, DELS,Passatge
13858;08002;ESCUDELLERS, DELS
13859;08002;ESPOLSA-SACS
13860;08002;ESTRUC
13861;08002;ESTUDIS, DELS,Rambla
13862;08002;FERRAN
13863;08002;FLOR
13864;08002;FONT DE SANT MIQUEL, DE LA
13865;08002;FONTANELLA   (Impares del 1 al 3)  (Pares del 2 al 4)
13866;08002;FREDERIC MARES, DE,Plaça
13867;08002;FRENERIA
13868;08002;FRUITA
13869;08002;FUSTERIA
13870;08002;GARRIGA I BACHS,Plaça
13871;08002;GEGANTS
13872;08002;GEORGE ORWELL,Plaça
13873;08002;GIGNAS
13874;08002;GROC, D'EN
13875;08002;HERCULES
13876;08002;HEURES
13877;08002;HOSTAL D'EN SOL
13878;08002;ISIDRE NONELL,Plaça
13879;08002;JAUME I, DE
13880;08002;JOSEP ALSELM CLAVE
13881;08002;JOSEP PIJOAN
13882;08002;JULIA PORTET
13883;08002;JUPI
13884;08002;LLEBRE
13885;08002;LLEDO
13886;08002;LLEONA
13887;08002;LLIBRETERIA
13888;08002;LLIBRETERIA, DE LA,Baixada
13889;08002;LLIMONA, D'EN,Pati
13890;08002;LOUIS BRAILLE
13891;08002;MADOZ,Passatge
13892;08002;MAGAROLA,Passatge
13893;08002;MAGDALENES
13894;08002;MANUEL RIBE, DE,Placeta
13895;08002;MARLET
13896;08002;MARQUET
13897;08002;MERCE, LA
13898;08002;MERCE, LA,Plaça
13899;08002;MILANS
13900;08002;MISSER FERRER
13901;08002;MOLES
13902;08002;MONTJUIC DEL BISBE, DELS
13903;08002;MONTSIO
13904;08002;NOU DE SANT FRANCESC
13905;08002;NOU DE ZURBANO
13906;08002;NOVA,Plaça
13907;08002;OBRADORS
13908;08002;PALAU, DEL   (Impares del 1 al final)  (Pares del 2 al final)
13909;08002;PALLA
13910;08002;PALMA DE SANT JUST
13911;08002;PARADIS
13912;08002;PARC
13913;08002;PAS DE L'ENSENYANÇA, DEL
13914;08002;PATRIARCA,Passatge
13915;08002;PAU, DE LA,Passatge (Impares del 1 al final)  (Pares del 2 al final)
13916;08002;PEIXOS,Plaça
13917;08002;PEROT LO LLADRE
13918;08002;PETRITXOL
13919;08002;PI, DEL,Placeta
13920;08002;PI, DEL
13921;08002;PI, DEL,Plaça
13922;08002;PIETAT
13923;08002;PLATA
13924;08002;POM D'OR
13925;08002;PORTAFERRISSA
13926;08002;PORTAL DE LA PAU,Plaça (Impares del 3 al 5)  (Pares del 4 al 4)
13927;08002;PORTAL DE L'ANGEL,Avinguda
13928;08002;POU DOLÇ, DEL
13929;08002;QUINTANA, D'EN
13930;08002;RAMBLA, LA
13931;08002;RAMON AMADEU, DE,Placeta
13932;08002;RAMON BERENGUER EL GRANDE, DE,Plaça
13933;08002;RAURIC
13934;08002;REGOMIR,Plaça
13935;08002;REGOMIR
13936;08002;REI,Plaça
13937;08002;REIAL,Plaça
13938;08002;REINA ELIONOR
13939;08002;RELLOTGE,Passatge (Impares del 1 al final)  (Pares del 2 al final)
13940;08002;RERA SANT JUST
13941;08002;RIPOLL
13942;08002;RIUDARENES
13943;08002;RIVADENEYRA
13944;08002;ROCA   (Impares del 1 al final)  (Pares del 2 al final)
13945;08002;ROSA
13946;08002;RULL
13947;08002;SAGRISTANS
13948;08002;SALVADOR AULET
13949;08002;SANT BONAVENTURA, DE,Carrero
13950;08002;SANT DOMENEC DEL CALL
13951;08002;SANT FELIP NERI
13952;08002;SANT FELIP NERI,Plaça
13953;08002;SANT FRANCESC, DE,Placeta (Impares del 1 al final)  (Pares del 2 al final)
13954;08002;SANT HONORAT
13955;08002;SANT IU,Plaça
13956;08002;SANT JAUME,Plaça (Impares del 1 al final)  (Pares del 2 al final)
13957;08002;SANT JOSEP ORIOL,Plaça (Impares del 1 al final)  (Pares del 2 al final)
13958;08002;SANT JOSEP, DE,Rambla (Impares del 1 al final)  (Pares del 2 al final)
13959;08002;SANT JUST,Plaça
13960;08002;SANT MIQUEL, DE,Baixada (Impares del 1 al final)  (Pares del 2 al final)
13961;08002;SANT MIQUEL, DE,Plaça (Impares del 1 al final)  (Pares del 2 al final)
13962;08002;SANT SEVER
13963;08002;SANT SIMPLICI
13964;08002;SANTA ANNA
13965;08002;SANTA CLARA, DE,Baixada
13966;08002;SANTA EULALIA, DE,Baixada (Impares del 1 al final)  (Pares del 2 al final)
13967;08002;SANTA LLUCIA
13968;08002;SANTA MONICA,Rambla (Impares del 1 al final)  (Pares del 2 al final)
13969;08002;SEGOVIA
13970;08002;SERRA
13971;08002;SEU, DE LA,Pla
13972;08002;SILS
13973;08002;SIMO OLLER
13974;08002;SOTS-TINENT NAVARRO
13975;08002;TAPINERIA
13976;08002;TEATRE,Plaça
13977;08002;TEMPLARIS
13978;08002;TIMO
13979;08002;TOMAS MIERES
13980;08002;TONELL
13981;08002;TRAGINERS,Plaça
13982;08002;TRES LLITS
13983;08002;TRINITAT, DE LA   (Impares del 1 al final)  (Pares del 2 al final)
13984;08002;TROMPETES DE JAUME I
13985;08002;VEGUER
13986;08002;VERONICA,Plaça
13987;08002;VIDRE
13988;08002;VILA DE MADRID, DE LA,Plaça
13989;08002;VILADECOLS, DE,Baixada
13990;08002;VOLTA DEL REMEI, DE LA
13991;08003;ABAIXADORS
13992;08003;ACADEMIA,Plaça
13993;08003;AGULLERS
13994;08003;ALCANAR
13995;08003;ALLADA
13996;08003;ALLADA VERMELL, D'
13997;08003;ALMIRALL AIXADA
13998;08003;ALMIRALL BARCELO
13999;08003;ALMIRALL CERVERA
14000;08003;ALMIRALL CHURRUCA
14001;08003;AMADEU VIVES
14002;08003;ANDREA DORIA
14003;08003;ANISADETA
14004;08003;ANTIC DE SANT JOAN
14005;08003;ANTONI GENESTA I COROMINAS, D',Plaça
14006;08003;ANTONI MAURA,Plaça
14007;08003;ANTONIO LOPEZ, D',Plaça (Impares del 3 al 3)  (Pares del 2 al 4)
14008;08003;ARC DE SANT CRISTOFOL
14009;08003;ARC DE SANT ONOFRE
14010;08003;ARC DE SANT SILVESTRE
14011;08003;ARC DE SANT VICENÇ
14012;08003;ARENES DE SANT PERE
14013;08003;ARENES DELS CANVIS
14014;08003;ARGENTER
14015;08003;ARGENTERIA
14016;08003;ARMENGOL
14017;08003;ASES
14018;08003;ASSAONADORS
14019;08003;ATLANTIDA
14020;08003;AVELLA
14021;08003;BALBOA
14022;08003;BALUARD
14023;08003;BANYS VELLS
14024;08003;BARCELONETA,Plaça
14025;08003;BARCELONETA, DE LA,Platja
14026;08003;BARCELONETA, DE LA,Parc
14027;08003;BARRA DE FERRO
14028;08003;BASEA
14029;08003;BASSES DE SANT PERE
14030;08003;BEATES
14031;08003;BEATES,Plaça
14032;08003;BERENGUER MALLOL
14033;08003;BLANQUERIA
14034;08003;BONAIRE
14035;08003;BOQUER
14036;08003;BORIA
14037;08003;BORN,Passeig
14038;08003;BOU DE SANT PERE
14039;08003;BROSOLI
14040;08003;BRUGADA,Plaça
14041;08003;CADENA,Passatge (Impares del 1 al final)  (Pares del 2 al final)
14042;08003;CALDERS
14043;08003;CANDELES
14044;08003;CANVIS NOUS
14045;08003;CANVIS VELLS
14046;08003;CAP DEL MON
14047;08003;CAPUTXES, DE LES
14048;08003;CARASSA
14049;08003;CARBONELL, DE,Passatge
14050;08003;CARBONELL, DE
14051;08003;CARDERS
14052;08003;CECS DE SANT CUGAT
14053;08003;CERMEÑO
14054;08003;CIRCUMVAL.LACIO, DEL,Passeig
14055;08003;CIRERA
14056;08003;CIUTADELLA, DE LA,Parc
14057;08003;CIVADER
14058;08003;COLOMINES
14059;08003;COMERÇ,Placeta (Impares del 1 al final)  (Pares del 2 al final)
14060;08003;COMERÇ   (Impares del 1 al final)  (Pares del 2 al final)
14061;08003;COMERCIAL,Plaça
14062;08003;COMERCIAL
14063;08003;COMTE DE SANTA CLARA
14064;08003;CONRERIA, LA
14065;08003;CONSELLERS
14066;08003;CONSOLAT DE MAR
14067;08003;CORDERS
14068;08003;CORRETGER
14069;08003;CORTINES
14070;08003;COTONERS
14071;08003;CREMAT GRAN
14072;08003;CREMAT XIC
14073;08003;DAMES, LES
14074;08003;DAVANT DEL PORTAL NOU
14075;08003;DOCTOR AIGUADER
14076;08003;DOCTOR GINE I PARTAGAS
14077;08003;DOCTOR PONT I FREIXAS,Plaça
14078;08003;DON CARLES
14079;08003;DRASSANA
14080;08003;DUANA
14081;08003;ESCUDER, D'   (Impares del 1 al final)  (Pares del 2 al final)
14082;08003;ESPARTERIA
14083;08003;ESPASERIA
14084;08003;ESQUIROL
14085;08003;FLASSADERS
14086;08003;FLOR DE LLIRI
14087;08003;FONOLLAR
14088;08003;FONT, DE LA,Plaça
14089;08003;FORMATGERIA
14090;08003;FORN DE LA FONDA
14091;08003;FOSSAR DE LES MORERES,Plaça
14092;08003;FRANCESC CAMBO,Avinguda
14093;08003;FREIXURES
14094;08003;FUSINA
14095;08003;GAS, DEL,Espigo
14096;08003;GAS, DEL
14097;08003;GATUELLES
14098;08003;GENERAL ALVAREZ DE CASTRO
14099;08003;GENERAL CASTAÑOS
14100;08003;GINEBRA
14101;08003;GIRALT EL PELLISSER
14102;08003;GIRITI
14103;08003;GOMBAU
14104;08003;GRAU I TORRAS
14105;08003;GRUNYI
14106;08003;GUILLEM
14107;08003;GUITERT
14108;08003;HILARI SALVADO, D',Plaça
14109;08003;HORT DELS VELLUTERS,Passatge
14110;08003;HOSTAL DE SANT ANTONI
14111;08003;INDUSTRIA, DE LA,Passatge (Impares del 1 al final)  (Pares del 2 al final)
14112;08003;INSTITUT ESCOLA, L',Pas
14113;08003;ISABEL II,Passeig
14114;08003;JACINT REVENTOS,Plaça
14115;08003;JARDINS DE FONSERE I MESTRE
14116;08003;JAUME GIRALT, DE
14117;08003;JAUME SABARTES, DE,Plaça
14118;08003;JOAN DE BORBO COMTE DE BARCELONA,Passeig (Impares del 1 al 73)  (Pares del 2 al 74)
14119;08003;JOAN MASSANA
14120;08003;JOAN MIRAMBELL I BERTAN, DE,Passatge
14121;08003;JOAQUIM RENART,Passeig
14122;08003;JONQUERES
14123;08003;JOSEP RICART I GIRALT, DE,Passatge
14124;08003;JUDICI
14125;08003;LAIETANA,Via (Impares del 1 al final)  (Pares del 2 al 64)
14126;08003;LLAGUT,Plaça
14127;08003;LLANA,Plaça
14128;08003;LLASTICS
14129;08003;LLAUDER
14130;08003;LLEVANT
14131;08003;LLUIS COMPANYS,Passeig (Impares del 1 al 21)
14132;08003;LLUIS EL PIADOS
14133;08003;LLUIS MILLET,Plaça
14134;08003;MAGATZEMS
14135;08003;MALCUINAT
14136;08003;MANRESA
14137;08003;MANUFACTURES,Passatge
14138;08003;MAQUINISTA
14139;08003;MAQUINISTA, DE LA,Plaça
14140;08003;MAR,Carrer
14141;08003;MAR, DEL,Plaça (Impares del 1 al 5)  (Pares del 2 al 6)
14142;08003;MARCUS, D'EN,Placeta
14143;08003;MARE DE DEU DEL PILAR
14144;08003;MARINERS, DELS
14145;08003;MARITIM DE LA BARCELONETA,Passeig
14146;08003;MARQUES DE LA MINA
14147;08003;MARQUES DE LA QUADRA
14148;08003;MARQUES DE L'ARGENTERA,Avinguda
14149;08003;MARQUESA
14150;08003;MARQUILLES,Plaça
14151;08003;MASSANET
14152;08003;MEDITERRANIA
14153;08003;MEER
14154;08003;MENDEZ NUÑEZ   (Impares del 1 al 15)  (Pares del 2 al 14)
14155;08003;MERCADERS, DELS
14156;08003;MERCANTIL,Passatge
14157;08003;MESTRANÇA
14158;08003;MESTRES CASALS I MARTORELL
14159;08003;METGES
14160;08003;MIQUEL BOERA
14161;08003;MIRALLERS
14162;08003;MONEC
14163;08003;MONJO
14164;08003;MONTANYANS, DE
14165;08003;MONTCADA, DE,Placeta
14166;08003;MONTCADA, DE
14167;08003;MOSQUES
14168;08003;NAU, LA
14169;08003;NEU DE SANT CUGAT
14170;08003;NICOLAU DE SANT CLIMENT
14171;08003;OCATA
14172;08003;OCELLS
14173;08003;OLI
14174;08003;OLLES,Plaça
14175;08003;ORGUES
14176;08003;ORTIGOSA
14177;08003;PALAU, DEL,Pla (Impares del 1 al final)  (Pares del 2 al final)
14178;08003;PALAU, DEL,Passatge (Impares del 1 al final)  (Pares del 2 al final)
14179;08003;PANSES
14180;08003;PARE GALLIFA
14181;08003;PAREDES
14182;08003;PESCADORS
14183;08003;PESCATERIA
14184;08003;PETONS
14185;08003;PICASSO,Passeig
14186;08003;PIEYRE DE MANDIARGUES, DE,Plaça
14187;08003;PINZON
14188;08003;PIZARRO
14189;08003;PLEGAMANS
14190;08003;POETA BOSCA,Plaça
14191;08003;POMPEU GENER,Plaça
14192;08003;PONS I CLERCH,Plaça
14193;08003;PONTEVEDRA
14194;08003;PORTADORES
14195;08003;PORTAL NOU
14196;08003;POU DE LA CADENA
14197;08003;POU DE LA FIGUERA
14198;08003;POU DE LA FIGUERETA
14199;08003;POU DE L'ESTANC
14200;08003;POU DE L'ESTANY
14201;08003;PRINCESA
14202;08003;PROCLAMACIO
14203;08003;PUJADES, DE,Passeig (Impares del 1 al 3)  (Pares del 2 al 4)
14204;08003;PUJADES, DE   (Impares del 1 al 3)  (Pares del 2 al 4)
14205;08003;PUNTUAL, DE LA,Plaça
14206;08003;RAIMON NOGUERA, DE,Parc
14207;08003;RAMON MAS
14208;08003;REC
14209;08003;REC COMTAL
14210;08003;RECTOR BRUGUERA
14211;08003;REINA CRISTINA
14212;08003;RERA PALAU
14213;08003;RIBERA
14214;08003;ROSIC
14215;08003;SABATERET
14216;08003;SAFAREIGS
14217;08003;SAL
14218;08003;SALAMANCA
14219;08003;SALVAT PAPASSEIT,Passeig
14220;08003;SANT AGUSTI VELL,Plaça
14221;08003;SANT ANTONI DELS SOMBRERERS
14222;08003;SANT BENET,Passatge
14223;08003;SANT CARLES
14224;08003;SANT CUGAT,Plaça (Impares del 1 al final)  (Pares del 2 al final)
14225;08003;SANT DOMENEC DE SANTA CATERINA
14226;08003;SANT ELM
14227;08003;SANT FRANCESC DE PAULA
14228;08003;SANT IGNASI
14229;08003;SANT JACINT
14230;08003;SANT JOSEP, DE   (Impares del 1 al final)  (Pares del 2 al final)
14231;08003;SANT MIQUEL, DE,Platja (Impares del 1 al final)  (Pares del 2 al final)
14232;08003;SANT MIQUEL, DE   (Impares del 1 al final)  (Pares del 2 al final)
14233;08003;SANT PERE MES ALT
14234;08003;SANT PERE MES BAIX
14235;08003;SANT PERE MITJA
14236;08003;SANT PERE, DE,Plaça (Impares del 1 al final)  (Pares del 2 al final)
14237;08003;SANTA CATERINA,Plaça
14238;08003;SANTA LLUISA DE MARILLAC
14239;08003;SANTA MARIA
14240;08003;SANTA MARIA,Plaça
14241;08003;SECA, LA
14242;08003;SEMOLERES
14243;08003;SEQUIA
14244;08003;SERRA XIC
14245;08003;SERT,Passatge
14246;08003;SEVILLA
14247;08003;SIDE
14248;08003;SOMBRERERS
14249;08003;SORIA
14250;08003;SOTA MURALLA, DE,Pas
14251;08003;TANTARANTANA
14252;08003;TARONGETA
14253;08003;TARROS
14254;08003;TIRADORS
14255;08003;TORREVIEJA
14256;08003;TRAGI
14257;08003;TRELAWNY
14258;08003;TRIANGLE
14259;08003;TRIPO
14260;08003;TROMPETES
14261;08003;VERDAGUER I CALLIS
14262;08003;VERMELL
14263;08003;VICARIA
14264;08003;VICTOR BALAGUER,Plaça
14265;08003;VICTORIA
14266;08003;VIDRIERIA
14267;08003;VIGATANS
14268;08003;VILA JOIOSA, DE LA
14269;08003;VINAROS
14270;08003;VOLTA DE LA PERDIU, DE LA
14271;08003;VOLTA DELS JUEUS, DE LA
14272;08003;VOLTA DELS TAMBORETS, DE LA
14273;08003;VOLTA D'EN BUFANALLA, DE LA
14274;08003;VOLTA D'EN COLOMINES, DE LA
14275;08003;VOLTA D'EN DUSAI, DE LA
14276;08004;ALBAREDA
14277;08004;AMPOSTA
14278;08004;ANNIBAL
14279;08004;BAIX
14280;08004;BARRI SANT ISIDRE
14281;08004;BEGONIA
14282;08004;BLAI
14283;08004;BLASCO DE GARAY
14284;08004;BLESA
14285;08004;BOBILA
14286;08004;CABANES
14287;08004;CANADENCA, LA,Passatge
14288;08004;CARITEO
14289;08004;CARRERA
14290;08004;CHOPIN
14291;08004;CONCORDIA   (Impares del 1 al final)  (Pares del 2 al final)
14292;08004;CORTS CATALANES, DE LES,Gran via (Pares del 192 al 378)
14293;08004;CREU DELS MOLERS
14294;08004;CRISANTEM
14295;08004;DALIA
14296;08004;DOCTOR PERE FRANQUESA, DEL,Plaça
14297;08004;ELKANO
14298;08004;ESPANYA, D',Plaça (Impares del 3 al 3)  (Pares del 2 al 4)
14299;08004;EXPOSICIO,Passeig
14300;08004;FABIA PUIGSERVER, DE,Jardins
14301;08004;FONT FLORIDA, DE LA
14302;08004;FONT HONRADA
14303;08004;FONTRODONA
14304;08004;FRANÇA XICA
14305;08004;GESSAMI
14306;08004;GIMBERNAT
14307;08004;GRASES
14308;08004;GUARDIA URBANA
14309;08004;GUATLLA
14310;08004;HORTENSIA
14311;08004;HORTES
14312;08004;INDIBIL
14313;08004;JARDINS DE LES HORTES DE SANT BERTRAN
14314;08004;JARDINS DE LES TRES XEMENEIS
14315;08004;JARDINS DE WALTER BENJAMIN
14316;08004;JAUME FABRA, DE
14317;08004;JOAQUIM BLUME
14318;08004;JULIA, DE,Passatge
14319;08004;JULIA, DE
14320;08004;LAFONT
14321;08004;LLEIDA
14322;08004;LOTUS
14323;08004;MAGALHAES
14324;08004;MANDONI
14325;08004;MARE DE DEU DEL REMEI
14326;08004;MARGARIDA XIRGU, DE,Plaça
14327;08004;MARGARIT
14328;08004;MARIA MONTESSORI
14329;08004;MARTRAS,Passatge
14330;08004;MATA
14331;08004;MEXIC
14332;08004;MONTFAR
14333;08004;MONTJUIC, DE,Passeig (Impares del 1 al final)  (Pares del 2 al final)
14334;08004;MORABOS
14335;08004;MURILLO
14336;08004;NAVAS, LAS,Plaça
14337;08004;NORD, DEL   (Impares del 1 al final)  (Pares del 2 al final)
14338;08004;NOU DE LA RAMBLA   (Impares del 107 al final)  (Pares del 110 al final)
14339;08004;OCELLETS, DELS,Plaça
14340;08004;OLIVERA
14341;08004;OVIDI MONTLLOR, DE,Parc
14342;08004;PALAUDARIES
14343;08004;PALMA
14344;08004;PARAL.LEL, DEL,Avinguda (Impares del 1 al final)
14345;08004;PEDRERES
14346;08004;PIQUER, DE   (Impares del 1 al final)  (Pares del 2 al final)
14347;08004;POETA CABANYES
14348;08004;PRUNERA,Passatge
14349;08004;PUIG I XORIGUER
14350;08004;PURISSIMA CONCEPCIO
14351;08004;QUEROL
14352;08004;RABI RUBEN
14353;08004;RADAS
14354;08004;REINA MARIA CRISTINA, DE LA,Avinguda
14355;08004;RICART
14356;08004;RIUS I TAULET, DE,Avinguda (Impares del 1 al final)  (Pares del 2 al final)
14357;08004;ROSER, DEL   (Impares del 1 al final)  (Pares del 2 al final)
14358;08004;SALVA
14359;08004;SANCHO MARRACO
14360;08004;SANT CRISTOFOL,Grup (Impares del 1 al final)  (Pares del 2 al final)
14361;08004;SANT FERRIOL
14362;08004;SANT FRUCTUOS
14363;08004;SANT GERMA
14364;08004;SANT ISIDRE
14365;08004;SANT PAULI DE NOLA
14366;08004;SANTA DOROTEA
14367;08004;SANTA MADRONA, DE,Plaça (Impares del 1 al final)  (Pares del 2 al final)
14368;08004;SARAH BERNHARDT, DE,Parc
14369;08004;SEGONS JOCS MEDITERRANIS, DELS
14370;08004;SERRAHIMA,Passatge
14371;08004;SETGE DEL 1.714, DEL,Plaça
14372;08004;SORTIDOR, DEL,Plaça
14373;08004;TAMARIT   (Impares del 1 al 87)  (Pares del 2 al 84)
14374;08004;TAPIOLES, DE   (Impares del 1 al final)  (Pares del 2 al final)
14375;08004;TEODOR BONAPLATA
14376;08004;TRAJA
14377;08004;UNIVERS,Plaça
14378;08004;VALLHONRAT
14379;08004;VALLS, DE,Pas (Impares del 1 al final)  (Pares del 2 al final)
14380;08004;VALLS, DE   (Impares del 1 al final)  (Pares del 2 al final)
14381;08004;VILA I VILA, DE
